event,eventLabel,participant,participantLabel,warID,participantID
http://www.wikidata.org/entity/Q190758,Darfur conflict,http://www.wikidata.org/entity/Q384535,African Union – United Nations Hybrid Operation in Darfur,Q190758,Q384535
http://www.wikidata.org/entity/Q322607,War of Attrition,http://www.wikidata.org/entity/Q801,Israel,Q322607,Q801
http://www.wikidata.org/entity/Q322607,War of Attrition,http://www.wikidata.org/entity/Q241,Cuba,Q322607,Q241
http://www.wikidata.org/entity/Q322607,War of Attrition,http://www.wikidata.org/entity/Q810,Jordan,Q322607,Q810
http://www.wikidata.org/entity/Q303801,Lord's Resistance Army insurgency,http://www.wikidata.org/entity/Q1036,Uganda,Q303801,Q1036
http://www.wikidata.org/entity/Q322607,War of Attrition,http://www.wikidata.org/entity/Q79,Egypt,Q322607,Q79
http://www.wikidata.org/entity/Q327237,Kivu conflict,http://www.wikidata.org/entity/Q21476759,National Forces of Liberation,Q327237,Q21476759
http://www.wikidata.org/entity/Q303801,Lord's Resistance Army insurgency,http://www.wikidata.org/entity/Q929,Central African Republic,Q303801,Q929
http://www.wikidata.org/entity/Q322607,War of Attrition,http://www.wikidata.org/entity/Q858,Syria,Q322607,Q858
http://www.wikidata.org/entity/Q381375,Nagorno-Karabakh War,http://www.wikidata.org/entity/Q130216,Nagorno-Karabakh Autonomous Oblast,Q381375,Q130216
http://www.wikidata.org/entity/Q381375,Nagorno-Karabakh War,http://www.wikidata.org/entity/Q244165,Artsakh,Q381375,Q244165
http://www.wikidata.org/entity/Q381375,Nagorno-Karabakh War,http://www.wikidata.org/entity/Q318657,Armenian Revolutionary Federation,Q381375,Q318657
http://www.wikidata.org/entity/Q190758,Darfur conflict,http://www.wikidata.org/entity/Q3374306,Sudan Revolutionary Front,Q190758,Q3374306
http://www.wikidata.org/entity/Q321780,Georgian–Abkhazian conflict,http://www.wikidata.org/entity/Q18973,Georgians,Q321780,Q18973
http://www.wikidata.org/entity/Q322607,War of Attrition,http://www.wikidata.org/entity/Q15180,Soviet Union,Q322607,Q15180
http://www.wikidata.org/entity/Q202465,Uganda–Tanzania War,http://www.wikidata.org/entity/Q1036,Uganda,Q202465,Q1036
http://www.wikidata.org/entity/Q371394,Bangladesh Liberation War,http://www.wikidata.org/entity/Q843,Pakistan,Q371394,Q843
http://www.wikidata.org/entity/Q371394,Bangladesh Liberation War,http://www.wikidata.org/entity/Q668,India,Q371394,Q668
http://www.wikidata.org/entity/Q233583,Indo-Pakistani War of 1965.,http://www.wikidata.org/entity/Q843,Pakistan,Q233583,Q843
http://www.wikidata.org/entity/Q233583,Indo-Pakistani War of 1965.,http://www.wikidata.org/entity/Q668,India,Q233583,Q668
http://www.wikidata.org/entity/Q190758,Darfur conflict,http://www.wikidata.org/entity/Q24911485,Sudanese Awakening Revolutionary Council,Q190758,Q24911485
http://www.wikidata.org/entity/Q190758,Darfur conflict,http://www.wikidata.org/entity/Q178328,Janjaweed,Q190758,Q178328
http://www.wikidata.org/entity/Q303801,Lord's Resistance Army insurgency,http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo,Q303801,Q974
http://www.wikidata.org/entity/Q322607,War of Attrition,http://www.wikidata.org/entity/Q26683,Palestine Liberation Organization,Q322607,Q26683
http://www.wikidata.org/entity/Q381375,Nagorno-Karabakh War,http://www.wikidata.org/entity/Q1751089,Azerbaijani Popular Front Party,Q381375,Q1751089
http://www.wikidata.org/entity/Q202465,Uganda–Tanzania War,http://www.wikidata.org/entity/Q924,Tanzania,Q202465,Q924
http://www.wikidata.org/entity/Q303801,Lord's Resistance Army insurgency,http://www.wikidata.org/entity/Q958,South Sudan,Q303801,Q958
http://www.wikidata.org/entity/Q242352,Yugoslav Wars,,,Q242352,
http://www.wikidata.org/entity/Q327237,Kivu conflict,http://www.wikidata.org/entity/Q916,Angola,Q327237,Q916
http://www.wikidata.org/entity/Q381375,Nagorno-Karabakh War,http://www.wikidata.org/entity/Q131337,Azerbaijan Soviet Socialist Republic,Q381375,Q131337
http://www.wikidata.org/entity/Q223085,Football War,http://www.wikidata.org/entity/Q792,El Salvador,Q223085,Q792
http://www.wikidata.org/entity/Q223085,Football War,http://www.wikidata.org/entity/Q783,Honduras,Q223085,Q783
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q838261,Federal Republic of Yugoslavia,Q190029,Q838261
http://www.wikidata.org/entity/Q318250,Ethio-Somali War,http://www.wikidata.org/entity/Q199841,South Yemen,Q318250,Q199841
http://www.wikidata.org/entity/Q327237,Kivu conflict,http://www.wikidata.org/entity/Q954,Zimbabwe,Q327237,Q954
http://www.wikidata.org/entity/Q381375,Nagorno-Karabakh War,http://www.wikidata.org/entity/Q132856,Armenian Soviet Socialist Republic,Q381375,Q132856
http://www.wikidata.org/entity/Q443226,Contra insurgency,,,Q443226,
http://www.wikidata.org/entity/Q318250,Ethio-Somali War,http://www.wikidata.org/entity/Q828005,Derg,Q318250,Q828005
http://www.wikidata.org/entity/Q202465,Uganda–Tanzania War,http://www.wikidata.org/entity/Q26683,Palestine Liberation Organization,Q202465,Q26683
http://www.wikidata.org/entity/Q318250,Ethio-Somali War,http://www.wikidata.org/entity/Q1462545,Western Somali Liberation Front,Q318250,Q1462545
http://www.wikidata.org/entity/Q285280,War of Pridnestrovie,http://www.wikidata.org/entity/Q159,Russia,Q285280,Q159
http://www.wikidata.org/entity/Q327237,Kivu conflict,http://www.wikidata.org/entity/Q963,Botswana,Q327237,Q963
http://www.wikidata.org/entity/Q285280,War of Pridnestrovie,http://www.wikidata.org/entity/Q212,Ukraine,Q285280,Q212
http://www.wikidata.org/entity/Q318250,Ethio-Somali War,http://www.wikidata.org/entity/Q1477220,Somali Democratic Republic,Q318250,Q1477220
http://www.wikidata.org/entity/Q285280,War of Pridnestrovie,http://www.wikidata.org/entity/Q217,Moldova,Q285280,Q217
http://www.wikidata.org/entity/Q327237,Kivu conflict,http://www.wikidata.org/entity/Q63345,March 23 Movement,Q327237,Q63345
http://www.wikidata.org/entity/Q327237,Kivu conflict,http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo,Q327237,Q974
http://www.wikidata.org/entity/Q190758,Darfur conflict,http://www.wikidata.org/entity/Q1049,Sudan,Q190758,Q1049
http://www.wikidata.org/entity/Q321780,Georgian–Abkhazian conflict,http://www.wikidata.org/entity/Q171795,Abkhazians,Q321780,Q171795
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q193366,Kosovo Liberation Army,Q190029,Q193366
http://www.wikidata.org/entity/Q404517,Kargil War,http://www.wikidata.org/entity/Q843,Pakistan,Q404517,Q843
http://www.wikidata.org/entity/Q404517,Kargil War,http://www.wikidata.org/entity/Q668,India,Q404517,Q668
http://www.wikidata.org/entity/Q381375,Nagorno-Karabakh War,http://www.wikidata.org/entity/Q227,Azerbaijan,Q381375,Q227
http://www.wikidata.org/entity/Q381375,Nagorno-Karabakh War,http://www.wikidata.org/entity/Q399,Armenia,Q381375,Q399
http://www.wikidata.org/entity/Q303801,Lord's Resistance Army insurgency,http://www.wikidata.org/entity/Q1501987,United Nations Organization Stabilization Mission in the Democratic Republic of the Congo,Q303801,Q1501987
http://www.wikidata.org/entity/Q303801,Lord's Resistance Army insurgency,http://www.wikidata.org/entity/Q108462,Lord's Resistance Army,Q303801,Q108462
http://www.wikidata.org/entity/Q381375,Nagorno-Karabakh War,http://www.wikidata.org/entity/Q15180,Soviet Union,Q381375,Q15180
http://www.wikidata.org/entity/Q318250,Ethio-Somali War,http://www.wikidata.org/entity/Q241,Cuba,Q318250,Q241
http://www.wikidata.org/entity/Q318250,Ethio-Somali War,http://www.wikidata.org/entity/Q1045,Somalia,Q318250,Q1045
http://www.wikidata.org/entity/Q318250,Ethio-Somali War,http://www.wikidata.org/entity/Q115,Ethiopia,Q318250,Q115
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q31,Belgium,Q190029,Q31
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q45,Portugal,Q190029,Q45
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q183,Germany,Q190029,Q183
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q43,Turkey,Q190029,Q43
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q222,Albania,Q190029,Q222
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q29,Spain,Q190029,Q29
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q38,Italy,Q190029,Q38
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q55,Netherlands,Q190029,Q55
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q142,France,Q190029,Q142
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q35,Denmark,Q190029,Q35
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q213,Czech Republic,Q190029,Q213
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q16,Canada,Q190029,Q16
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q20,Norway,Q190029,Q20
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q36,Poland,Q190029,Q36
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q145,United Kingdom,Q190029,Q145
http://www.wikidata.org/entity/Q202465,Uganda–Tanzania War,http://www.wikidata.org/entity/Q2738248,Uganda National Liberation Front,Q202465,Q2738248
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q28,Hungary,Q190029,Q28
http://www.wikidata.org/entity/Q327237,Kivu conflict,http://www.wikidata.org/entity/Q249015,Democratic Forces for the Liberation of Rwanda,Q327237,Q249015
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q189,Iceland,Q190029,Q189
http://www.wikidata.org/entity/Q327237,Kivu conflict,http://www.wikidata.org/entity/Q2838075,Alliance of Patriots for a Free and Sovereign Congo,Q327237,Q2838075
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q30,United States of America,Q190029,Q30
http://www.wikidata.org/entity/Q190029,Kosovo War,http://www.wikidata.org/entity/Q32,Luxembourg,Q190029,Q32
http://www.wikidata.org/entity/Q371394,Bangladesh Liberation War,http://www.wikidata.org/entity/Q3349507,Provisional Government of the People's Republic of Bangladesh,Q371394,Q3349507
http://www.wikidata.org/entity/Q318250,Ethio-Somali War,http://www.wikidata.org/entity/Q15180,Soviet Union,Q318250,Q15180
http://www.wikidata.org/entity/Q202465,Uganda–Tanzania War,http://www.wikidata.org/entity/Q617078,People's Republic of Mozambique,Q202465,Q617078
http://www.wikidata.org/entity/Q202465,Uganda–Tanzania War,http://www.wikidata.org/entity/Q17435890,history of Libya under Muammar Gaddafi,Q202465,Q17435890
http://www.wikidata.org/entity/Q327237,Kivu conflict,http://www.wikidata.org/entity/Q1501987,United Nations Organization Stabilization Mission in the Democratic Republic of the Congo,Q327237,Q1501987
http://www.wikidata.org/entity/Q327237,Kivu conflict,http://www.wikidata.org/entity/Q217726,National Congress for the Defence of the People,Q327237,Q217726
http://www.wikidata.org/entity/Q285280,War of Pridnestrovie,http://www.wikidata.org/entity/Q907112,Pridnestrovie,Q285280,Q907112
http://www.wikidata.org/entity/Q545449,Iraq War,,,Q545449,
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q262,Algeria,Q632787,Q262
http://www.wikidata.org/entity/Q609836,Portuguese Colonial War,http://www.wikidata.org/entity/Q907051,National Liberation Front of Angola,Q609836,Q907051
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q1016,Libya,Q632787,Q1016
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q1025,Mauritania,Q632787,Q1025
http://www.wikidata.org/entity/Q619749,Kurdish–Turkish conflict,http://www.wikidata.org/entity/Q1565220,Kurdistan Freedom Falcons,Q619749,Q1565220
http://www.wikidata.org/entity/Q652285,Indo-Pakistani War of 1947,http://www.wikidata.org/entity/Q1775277,Dominion of India,Q652285,Q1775277
http://www.wikidata.org/entity/Q644589,Toyota War,http://www.wikidata.org/entity/Q5066449,Chadian National Armed Forces,Q644589,Q5066449
http://www.wikidata.org/entity/Q609836,Portuguese Colonial War,http://www.wikidata.org/entity/Q824489,Estado Novo,Q609836,Q824489
http://www.wikidata.org/entity/Q619749,Kurdish–Turkish conflict,http://www.wikidata.org/entity/Q19343726,YDG-H,Q619749,Q19343726
http://www.wikidata.org/entity/Q644589,Toyota War,http://www.wikidata.org/entity/Q3751369,People's Armed Forces,Q644589,Q3751369
http://www.wikidata.org/entity/Q609836,Portuguese Colonial War,http://www.wikidata.org/entity/Q608489,Front for the Liberation of the Enclave of Cabinda,Q609836,Q608489
http://www.wikidata.org/entity/Q644589,Toyota War,http://www.wikidata.org/entity/Q17435890,history of Libya under Muammar Gaddafi,Q644589,Q17435890
http://www.wikidata.org/entity/Q644589,Toyota War,http://www.wikidata.org/entity/Q5255813,Democratic Revolutionary Council,Q644589,Q5255813
http://www.wikidata.org/entity/Q652285,Indo-Pakistani War of 1947,http://www.wikidata.org/entity/Q2006542,Dominion of Pakistan,Q652285,Q2006542
http://www.wikidata.org/entity/Q619749,Kurdish–Turkish conflict,http://www.wikidata.org/entity/Q24042122,Peoples' United Revolutionary Movement,Q619749,Q24042122
http://www.wikidata.org/entity/Q609836,Portuguese Colonial War,http://www.wikidata.org/entity/Q504564,FRELIMO,Q609836,Q504564
http://www.wikidata.org/entity/Q609836,Portuguese Colonial War,http://www.wikidata.org/entity/Q776352,African Party for the Independence of Guinea and Cape Verde,Q609836,Q776352
http://www.wikidata.org/entity/Q635533,Cambodian–Vietnamese War,http://www.wikidata.org/entity/Q3278067,Kampuchean United Front for National Salvation,Q635533,Q3278067
http://www.wikidata.org/entity/Q635533,Cambodian–Vietnamese War,http://www.wikidata.org/entity/Q330988,Democratic Kampuchea,Q635533,Q330988
http://www.wikidata.org/entity/Q611071,Chadian–Libyan conflict,http://www.wikidata.org/entity/Q653414,Transitional Government of National Unity,Q611071,Q653414
http://www.wikidata.org/entity/Q619749,Kurdish–Turkish conflict,http://www.wikidata.org/entity/Q43,Turkey,Q619749,Q43
http://www.wikidata.org/entity/Q643925,Invasion of Dagestan,http://www.wikidata.org/entity/Q6082434,Islamic Djamaat of Dagestan,Q643925,Q6082434
http://www.wikidata.org/entity/Q553184,Gaza–Israel conflict,http://www.wikidata.org/entity/Q2429253,Islamic State of Iraq and the Levant,Q553184,Q2429253
http://www.wikidata.org/entity/Q635533,Cambodian–Vietnamese War,http://www.wikidata.org/entity/Q2785731,Coalition Government of Democratic Kampuchea,Q635533,Q2785731
http://www.wikidata.org/entity/Q611071,Chadian–Libyan conflict,http://www.wikidata.org/entity/Q6500954,Zaire,Q611071,Q6500954
http://www.wikidata.org/entity/Q635533,Cambodian–Vietnamese War,http://www.wikidata.org/entity/Q867778,People's Republic of Kampuchea,Q635533,Q867778
http://www.wikidata.org/entity/Q611071,Chadian–Libyan conflict,http://www.wikidata.org/entity/Q1075228,FROLINAT,Q611071,Q1075228
http://www.wikidata.org/entity/Q611071,Chadian–Libyan conflict,http://www.wikidata.org/entity/Q17435890,history of Libya under Muammar Gaddafi,Q611071,Q17435890
http://www.wikidata.org/entity/Q553184,Gaza–Israel conflict,http://www.wikidata.org/entity/Q3380905,Salafi jihadism,Q553184,Q3380905
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q568900,Ansar Dine,Q632787,Q568900
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q2429253,Islamic State of Iraq and the Levant,Q632787,Q2429253
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q3469483,Salafia Jihadia,Q632787,Q3469483
http://www.wikidata.org/entity/Q644589,Toyota War,http://www.wikidata.org/entity/Q142,France,Q644589,Q142
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q4770519,Ansar al-Sharia,Q632787,Q4770519
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q550108,Movement for Oneness and Jihad in West Africa,Q632787,Q550108
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q311841,Salafist Group for Preaching and Combat,Q632787,Q311841
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q16525650,Al-Mourabitoun,Q632787,Q16525650
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q12525579,United Nations Multidimensional Integrated Stabilization Mission in Mali,Q632787,Q12525579
http://www.wikidata.org/entity/Q609836,Portuguese Colonial War,http://www.wikidata.org/entity/Q28699,National Union for the Total Independence of Angola,Q609836,Q28699
http://www.wikidata.org/entity/Q620735,Russo-Georgian War,http://www.wikidata.org/entity/Q230,Georgia,Q620735,Q230
http://www.wikidata.org/entity/Q620735,Russo-Georgian War,http://www.wikidata.org/entity/Q159,Russia,Q620735,Q159
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q14501938,Chaambi Operations,Q632787,Q14501938
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q212372,Boko Haram,Q632787,Q212372
http://www.wikidata.org/entity/Q643925,Invasion of Dagestan,http://www.wikidata.org/entity/Q159,Russia,Q643925,Q159
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q13257444,Ansar al-Sharia (Tunisia),Q632787,Q13257444
http://www.wikidata.org/entity/Q609836,Portuguese Colonial War,http://www.wikidata.org/entity/Q28551,People's Movement for the Liberation of Angola,Q609836,Q28551
http://www.wikidata.org/entity/Q652284,1982 Ethiopian–Somali Border War,http://www.wikidata.org/entity/Q828005,Derg,Q652284,Q828005
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q2635966,al-Qaeda in the Islamic Maghreb,Q632787,Q2635966
http://www.wikidata.org/entity/Q620735,Russo-Georgian War,http://www.wikidata.org/entity/Q23334,Abkhazia,Q620735,Q23334
http://www.wikidata.org/entity/Q635533,Cambodian–Vietnamese War,http://www.wikidata.org/entity/Q869,Thailand,Q635533,Q869
http://www.wikidata.org/entity/Q611071,Chadian–Libyan conflict,http://www.wikidata.org/entity/Q142,France,Q611071,Q142
http://www.wikidata.org/entity/Q652284,1982 Ethiopian–Somali Border War,http://www.wikidata.org/entity/Q339636,Somali Salvation Democratic Front,Q652284,Q339636
http://www.wikidata.org/entity/Q611071,Chadian–Libyan conflict,http://www.wikidata.org/entity/Q657,Chad,Q611071,Q657
http://www.wikidata.org/entity/Q652284,1982 Ethiopian–Somali Border War,http://www.wikidata.org/entity/Q1477220,Somali Democratic Republic,Q652284,Q1477220
http://www.wikidata.org/entity/Q635533,Cambodian–Vietnamese War,http://www.wikidata.org/entity/Q881,Vietnam,Q635533,Q881
http://www.wikidata.org/entity/Q623171,Sino-Vietnamese War,http://www.wikidata.org/entity/Q148,People's Republic of China,Q623171,Q148
http://www.wikidata.org/entity/Q620735,Russo-Georgian War,http://www.wikidata.org/entity/Q23427,South Ossetia,Q620735,Q23427
http://www.wikidata.org/entity/Q623171,Sino-Vietnamese War,http://www.wikidata.org/entity/Q881,Vietnam,Q623171,Q881
http://www.wikidata.org/entity/Q553184,Gaza–Israel conflict,http://www.wikidata.org/entity/Q801,Israel,Q553184,Q801
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q28877411,Jama'at Nasr al-Islam wal Muslimin,Q632787,Q28877411
http://www.wikidata.org/entity/Q553184,Gaza–Israel conflict,http://www.wikidata.org/entity/Q39760,Gaza Strip,Q553184,Q39760
http://www.wikidata.org/entity/Q580961,Agacher Strip War,http://www.wikidata.org/entity/Q912,Mali,Q580961,Q912
http://www.wikidata.org/entity/Q611071,Chadian–Libyan conflict,http://www.wikidata.org/entity/Q19878,Muammar Gaddafi,Q611071,Q19878
http://www.wikidata.org/entity/Q580961,Agacher Strip War,http://www.wikidata.org/entity/Q965,Burkina Faso,Q580961,Q965
http://www.wikidata.org/entity/Q619749,Kurdish–Turkish conflict,http://www.wikidata.org/entity/Q1779776,Koma Civakên Kurdistan,Q619749,Q1779776
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q912,Mali,Q632787,Q912
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q142,France,Q632787,Q142
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q657,Chad,Q632787,Q657
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q948,Tunisia,Q632787,Q948
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),http://www.wikidata.org/entity/Q1032,Niger,Q632787,Q1032
http://www.wikidata.org/entity/Q49097,1948 Arab–Israeli War,http://www.wikidata.org/entity/Q1356549,Yishuv,Q49097,Q1356549
http://www.wikidata.org/entity/Q29269,First Chechen War,http://www.wikidata.org/entity/Q210036,Chechen Republic of Ichkeria,Q29269,Q210036
http://www.wikidata.org/entity/Q29269,First Chechen War,http://www.wikidata.org/entity/Q1377638,Gennady Troshev,Q29269,Q1377638
http://www.wikidata.org/entity/Q29242,Georgian–Ossetian conflict,http://www.wikidata.org/entity/Q106974,Ossetians,Q29242,Q106974
http://www.wikidata.org/entity/Q49097,1948 Arab–Israeli War,http://www.wikidata.org/entity/Q385509,Palmach,Q49097,Q385509
http://www.wikidata.org/entity/Q29269,First Chechen War,http://www.wikidata.org/entity/Q179846,Dzhokhar Dudayev,Q29269,Q179846
http://www.wikidata.org/entity/Q29269,First Chechen War,http://www.wikidata.org/entity/Q335460,Ibn al-Khattab,Q29269,Q335460
http://www.wikidata.org/entity/Q8740,Vietnam War,http://www.wikidata.org/entity/Q869,Thailand,Q8740,Q869
http://www.wikidata.org/entity/Q8740,Vietnam War,http://www.wikidata.org/entity/Q148,People's Republic of China,Q8740,Q148
http://www.wikidata.org/entity/Q8740,Vietnam War,http://www.wikidata.org/entity/Q408,Australia,Q8740,Q408
http://www.wikidata.org/entity/Q49097,1948 Arab–Israeli War,http://www.wikidata.org/entity/Q124943,Kingdom of Egypt,Q49097,Q124943
http://www.wikidata.org/entity/Q8740,Vietnam War,http://www.wikidata.org/entity/Q664,New Zealand,Q8740,Q664
http://www.wikidata.org/entity/Q49097,1948 Arab–Israeli War,http://www.wikidata.org/entity/Q146885,Syrian Republic,Q49097,Q146885
http://www.wikidata.org/entity/Q8740,Vietnam War,http://www.wikidata.org/entity/Q739,Colombia,Q8740,Q739
http://www.wikidata.org/entity/Q49097,1948 Arab–Israeli War,http://www.wikidata.org/entity/Q207913,Irgun,Q49097,Q207913
http://www.wikidata.org/entity/Q8740,Vietnam War,http://www.wikidata.org/entity/Q30,United States of America,Q8740,Q30
http://www.wikidata.org/entity/Q8740,Vietnam War,http://www.wikidata.org/entity/Q928,Philippines,Q8740,Q928
http://www.wikidata.org/entity/Q29269,First Chechen War,http://www.wikidata.org/entity/Q4119298,Arab Mujahideen in Chechnya,Q29269,Q4119298
http://www.wikidata.org/entity/Q29269,First Chechen War,http://www.wikidata.org/entity/Q977234,Yevgeny Rodionov,Q29269,Q977234
http://www.wikidata.org/entity/Q8740,Vietnam War,http://www.wikidata.org/entity/Q884,South Korea,Q8740,Q884
http://www.wikidata.org/entity/Q49092,1948 Arab–Israeli War,http://www.wikidata.org/entity/Q623911,Arab Liberation Army,Q49092,Q623911
http://www.wikidata.org/entity/Q49097,1948 Arab–Israeli War,http://www.wikidata.org/entity/Q623911,Arab Liberation Army,Q49097,Q623911
http://www.wikidata.org/entity/Q49092,1948 Arab–Israeli War,http://www.wikidata.org/entity/Q681182,Army of the Holy War,Q49092,Q681182
http://www.wikidata.org/entity/Q49097,1948 Arab–Israeli War,http://www.wikidata.org/entity/Q681182,Army of the Holy War,Q49097,Q681182
http://www.wikidata.org/entity/Q29269,First Chechen War,http://www.wikidata.org/entity/Q4246195,Anatoly Kulikov,Q29269,Q4246195
http://www.wikidata.org/entity/Q29269,First Chechen War,http://www.wikidata.org/entity/Q190731,Shamil Basayev,Q29269,Q190731
http://www.wikidata.org/entity/Q29269,First Chechen War,http://www.wikidata.org/entity/Q238754,Pavel Grachev,Q29269,Q238754
http://www.wikidata.org/entity/Q37643,Gulf War,http://www.wikidata.org/entity/Q217194,Jaber al-Ahmad al-Sabah,Q37643,Q217194
http://www.wikidata.org/entity/Q49100,Yom Kippur War,http://www.wikidata.org/entity/Q403707,Mustafa Tlass,Q49100,Q403707
http://www.wikidata.org/entity/Q29269,First Chechen War,http://www.wikidata.org/entity/Q193354,Aslan Maskhadov,Q29269,Q193354
http://www.wikidata.org/entity/Q49100,Yom Kippur War,http://www.wikidata.org/entity/Q188783,Moshe Dayan,Q49100,Q188783
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q869,Thailand,Q8663,Q869
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q31,Belgium,Q8663,Q31
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q148,People's Republic of China,Q8663,Q148
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q43,Turkey,Q8663,Q43
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q408,Australia,Q8663,Q408
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q664,New Zealand,Q8663,Q664
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q55,Netherlands,Q8663,Q55
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q142,France,Q8663,Q142
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q41,Greece,Q8663,Q41
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q16,Canada,Q8663,Q16
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q258,South Africa,Q8663,Q258
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q145,United Kingdom,Q8663,Q145
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q739,Colombia,Q8663,Q739
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q115,Ethiopia,Q8663,Q115
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q30,United States of America,Q8663,Q30
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q928,Philippines,Q8663,Q928
http://www.wikidata.org/entity/Q8663,Korean War,http://www.wikidata.org/entity/Q32,Luxembourg,Q8663,Q32
http://www.wikidata.org/entity/Q49092,1948 Arab–Israeli War,http://www.wikidata.org/entity/Q16129151,Arabs of Palestine,Q49092,Q16129151
http://www.wikidata.org/entity/Q49100,Yom Kippur War,http://www.wikidata.org/entity/Q403494,Ahmad Ismail Ali,Q49100,Q403494
